player_id,team_id,player_name,primary_role
128895,44,O. Sonne,CB
375915,44,Q. Hartman,FB_L
36927,44,Z. Flemming,CM
431921,45,A. Aznou,UNK
125743,45,Beto,ST
195993,45,C. Alcaraz,CM
330412,45,Chermiti,ST
18929,45,D. McNeil,ST
405360,45,H. Armstrong,CM
138844,45,H. Tyrer,GK
2990,45,I. Gueye,DM
18592,45,I. Ndiaye,DM
895,45,J. Garner,FB_L
19187,45,J. Grealish,DM
270139,45,J. O'Brien,FB_L
2932,45,J. Pickford,GK
2936,45,J. Tarkowski,FB_L
148099,45,K. Dewsbury-Hall,DM
2934,45,M. Keane,FB_L
18860,45,M. Travers,GK
18758,45,S. Coleman,CB
343684,45,T. Barry,ST
304317,45,T. Dibling,CM
284500,45,T. Iroegbunam,DM
167657,45,T. Onyango,CM
2165,45,V. Mykolenko,FB_L
328089,47,A. Gray,CM
265826,47,A. Kinsky,GK
164,47,B. Davies,CB
129711,47,B. Johnson,ST
30776,47,C. Romero,FB_L
18883,47,D. Solanke,ST
19235,47,D. Spence,FB_L
204039,47,D. Udogie,CB
31354,47,G. Vicario,GK
41104,47,J. Palhinha,DM
25287,47,K. Danso,CB
347316,47,L. Bergvall,CM
387521,47,L. Vuskovic,CB
15911,47,M. Kudus,ST
697,47,M. Solomon,ST
270510,47,M. Tel,ST
152849,47,M. van de Ven,FB_L
237129,47,P. M. Sarr,DM
47519,47,P. Porro,FB_L
863,47,R. Bentancur,DM
2413,47,Richarlison,ST
336564,47,W. Odobert,ST
253,48,A. Areola,GK
68466,48,A. Irving,CM
18846,48,A. Wan-Bissaka,CM
344707,48,C. Marshall,ST
37724,48,C. Summerville,ST
2939,48,C. Wilson,ST
2869,48,E. Alvarez,CM
284446,48,F. Potts,CM
2476,48,G. Rodriguez,CM
19428,48,J. Bowen,ST
138,48,J. Todibo,FB_L
2938,48,J. Ward-Prowse,DM
1445,48,K. Mavropanos,CB
171,48,K. Walker-Peters,CB
1646,48,Lucas Paqueta,ST
409303,48,M. Diouf,DM
336585,48,M. Fernandes,DM
15870,48,M. Hermansen,GK
18744,48,M. Kilman,FB_L
21694,48,N. Aguerd,FB_L
25391,48,N. Fullkrug,ST
327730,48,O. Scarles,CB
1243,48,T. Soucek,DM
305834,49,Andrey Santos,CM
152982,49,C. Palmer,DM
308678,49,D. Essugo,CM
5996,49,E. Fernandez,DM
425733,49,Estêvão,DM
286616,49,F. Jorgensen,GK
64167,49,G. Slonina,GK
366735,49,J. Acheampong,CB
286894,49,J. Gittens,ST
341642,49,J. Hato,CB
10329,49,Joao Pedro,DM
161948,49,L. Delap,ST
116117,49,M. Caicedo,DM
47380,49,M. Cucurella,FB_L
161907,49,M. Gusto,FB_L
1864,49,P. Neto,DM
19545,49,R. James,CB
18959,49,R. Sanchez,GK
19145,49,T. Adarabioyo,FB_L
19720,49,T. Chalobah,FB_L
334037,49,T. George,ST
22094,49,W. Fofana,CB
360114,50,A. Khusanov,CB
636,50,B. Silva,DM
1100,50,E. Haaland,ST
617,50,Ederson,GK
633,50,I. Gundogan,CM
1422,50,J. Doku,ST
626,50,J. Stones,FB_L
162489,50,J. Trafford,GK
5,50,M. Akanji,CB
41621,50,M. Nunes,CM
18861,50,N. Ake,CB
307123,50,N. O'Reilly,CM
161933,50,Nico,DM
278133,50,O. Bobb,ST
81573,50,O. Marmoush,ST
631,50,P. Foden,CM
21138,50,R. Ait Nouri,FB_L
156477,50,R. Cherki,CM
567,50,R. Dias,FB_L
284230,50,R. Lewis,FB_L
44,50,Rodri,CM
25004,50,S. Ortega,GK
36902,50,T. Reijnders,DM
328225,51,B. Gruda,CM
129058,51,B. Verbruggen,GK
356041,51,C. Baleba,DM
342063,51,D. Coppola,CB
278370,51,D. Gomez,CM
1469,51,D. Welbeck,ST
1361,51,F. Kadioglu,CB
90590,51,G. Rutter,ST
305730,51,J. Hinshelwood,CM
296,51,J. Milner,CM
38695,51,J. P. van Hecke,FB_L
18960,51,J. Steele,GK
537,51,J. Veltman,CB
106835,51,K. Mitoma,DM
18963,51,L. Dunk,FB_L
162007,51,M. De Cuyper,FB_L
19030,51,M. O'Riley,DM
92993,51,M. Wieffer,FB_L
22160,51,O. Boscagli,CB
265820,51,Y. Ayari,DM
383685,51,Y. Minteh,DM
288102,52,A. Wharton,DM
26303,52,B. Sosa,CB
126949,52,C. Richards,FB_L
19088,52,D. Henderson,GK
2601,52,D. Kamada,ST
13736,52,D. Munoz,CM
19586,52,E. Eze,ST
2218,52,I. Sarr,ST
286458,52,J. Devenny,CM
2490,52,J. Lerma,CM
25927,52,J. Mateta,ST
284449,52,J. Rak-Sakyi,CM
301295,52,K. Rodney,CM
67971,52,M. Guehi,FB_L
20995,52,M. Lacroix,FB_L
18862,52,N. Clyne,CB
1135,52,O. Edouard,ST
380703,52,R. Cardines,CM
402640,52,R. Esse,CM
19684,52,R. Matthews,GK
182201,52,T. Mitchell,DM
22157,52,W. Benitez,GK
18806,52,W. Hughes,DM
184226,52,Y. Pino,CM
44871,55,A. Hickey,CB
319517,55,A. Milambo,CM
430827,55,B. Arthur,CB
281,55,C. Kelleher,GK
284797,55,D. Ouattara,DM
19789,55,E. Pinnock,CB
153066,55,F. Carvalho,CM
15799,55,F. Onyeka,CM
61742,55,H. R. Valdimarsson,GK
196156,55,I. Thiago,ST
292,55,J. Henderson,DM
1119,55,K. Ajer,CB
106725,55,K. Lewis-Potter,FB_L
178077,55,K. Schade,DM
15908,55,M. Damsgaard,DM
47438,55,M. Jensen,CM
342022,55,M. Kayode,FB_L
180308,55,M. Peart-Harris,CM
15745,55,M. Roerslev Rasmussen,CB
19495,55,N. Collins,FB_L
19346,55,R. Henry,CB
36922,55,S. van den Berg,FB_L
263538,55,Y. Yarmolyuk,DM
177665,63,A. Stach,DM
32966,63,A. Tanaka,DM
50739,63,B. Aaronson,CM
18766,63,D. Calvert-Lewin,ST
19329,63,D. James,ST
2279,63,E. Ampadu,DM
47969,63,G. Gudmundsson,FB_L
129142,63,I. Gruev,DM
833,63,J. Bijol,CB
19201,63,J. Bogle,FB_L
19128,63,J. Harrison,ST
19760,63,J. Justin,CB
250,63,J. Piroe,ST
19321,63,J. Rodon,FB_L
18885,63,K. Darlow,GK
19461,63,L. Nmecha,ST
138776,63,L. Ramazani,ST
80296,63,Lucas Perri,GK
48389,63,N. Okafor,ST
64003,63,P. Struijk,FB_L
1408,63,S. Bornauw,CB
19287,63,S. Byram,CB
18901,63,S. Longstaff,CM
162128,63,W. Gnonto,ST
18933,65,A. Gunn,GK
147831,65,A. Kalimuendo,ST
2298,65,C. Hudson-Odoi,DM
18931,65,C. Wood,ST
362711,65,Cunha,CB
48648,65,D. Ndoye,DM
47522,65,Douglas Luiz,CM
138908,65,E. Anderson,DM
22149,65,I. Sangare,DM
9366,65,Igor Jesus,ST
158697,65,J. McAtee,CM
141901,65,Jota Silva,ST
18746,65,M. Gibbs-White,DM
2919,65,M. Sels,GK
67943,65,Morato,CB
363695,65,Murillo,FB_L
2817,65,N. Milenkovic,FB_L
138780,65,N. Williams,FB_L
2771,65,O. Aina,FB_L
284428,65,O. Hutchinson,ST
19305,65,R. Yates,CM
8598,65,T. Awoniyi,ST
18739,65,W. Boly,CB
329357,65,Z. Abbott,CB
162714,66,A. Onana,DM
453101,66,B. Burrowes,CM
1904,66,B. Kamara,DM
249,66,D. Malen,ST
19071,66,E. Buendia,CM
137303,66,E. Guessand,ST
19354,66,E. Konsa,FB_L
19599,66,E. Martinez,GK
138816,66,I. Maatsen,CB
360268,66,J. Jimoh-Aloba,CM
19191,66,J. McGinn,DM
284390,66,J. Wright,GK
284457,66,L. Bogarde,CB
2724,66,L. Digne,FB_L
36878,66,M. Bizot,GK
19298,66,M. Cash,FB_L
19170,66,M. Rogers,DM
19366,66,O. Watkins,ST
46815,66,P. Torres,CB
162173,66,S. Iling Junior,ST
398004,66,S. Proctor,GK
19179,66,T. Mings,FB_L
308843,66,T. Patterson,CB
546703,66,T. Rowe,UNK
2926,66,Y. Tielemans,DM
18816,746,A. Masuaku,CB
19881,746,A. Patterson,GK
339201,746,C. Rigg,CM
336659,746,C. Talbi,ST
55904,746,D. Ballard,FB_L
19910,746,D. Neil,CM
20638,746,E. Le Fee,CM
349799,746,E. Mayenda,ST
1464,746,G. Xhaka,DM
327631,746,H. Diarra,DM
330640,746,H. Jones,CM
290545,746,J. Seelt,CB
392270,746,M. Guiu,ST
1146,746,N. Mukiele,FB_L
365331,746,N. Sadiki,DM
6168,746,O. Alderete,FB_L
47521,746,P. Roberts,CM
22225,746,R. Mandava,FB_L
194536,746,R. Roefs,GK
301771,746,S. Adingra,ST
119121,746,T. Hume,FB_L
84087,746,W. Isidor,ST
